name,released,metacritic,rating,ratings_count,playtime,Platform,Genre,Publisher,NA_Sales(MM),EU_Sales(MM),JP_Sales(MM),Other_Sales(MM),Global_Sales(MM),price,Platform_Group
Superman: Shadow of Apokolips,2002-09-25,64.0,0.0,4,0,PS2,Action,Atari,0.21,0.16,0.0,0.05,0.42,,PlayStation Consoles
Superman: Shadow of Apokolips,2002-09-25,64.0,0.0,4,0,GC,Action,Atari,0.06,0.02,0.0,0.0,0.08,,Nintendo Consoles
ZooCube,2002-05-05,67.0,0.0,3,0,GBA,Puzzle,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05,,Handhelds
ZooCube,2002-05-05,67.0,0.0,3,0,GC,Puzzle,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,,Nintendo Consoles
Jimmy Neutron: Boy Genius,2001-11-07,42.0,0.0,2,0,GBA,Platform,THQ,0.3,0.11,0.0,0.01,0.42,,Handhelds
Jimmy Neutron: Boy Genius,2001-11-07,42.0,0.0,2,0,PS2,Platform,THQ,0.2,0.16,0.0,0.05,0.41,,PlayStation Consoles
Jimmy Neutron: Boy Genius,2001-11-07,42.0,0.0,2,0,GC,Platform,THQ,0.07,0.02,0.0,0.0,0.09,,Nintendo Consoles
Onimusha Blade Warriors,2003-03-27,65.0,0.0,3,0,PS2,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12,,PlayStation Consoles
Mystic Heroes,2002-03-29,67.0,0.0,2,0,GC,Action,Tecmo Koei,0.03,0.01,0.04,0.0,0.09,,Nintendo Consoles
Mystic Heroes,2002-03-29,67.0,0.0,2,0,PS2,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,,PlayStation Consoles
CT Special Forces 2: Back in the Trenches,2003-08-15,76.0,0.0,2,0,GBA,Shooter,LSP Games,0.01,0.0,0.0,0.0,0.01,,Handhelds
NASCAR: Dirt to Daytona,2002-11-11,84.0,0.0,2,0,PS2,Racing,Unknown,0.28,0.22,0.0,0.07,0.58,,PlayStation Consoles
NASCAR: Dirt to Daytona,2002-11-11,84.0,0.0,2,0,GC,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09,,Nintendo Consoles
Scooby-Doo! Classic Creep Capers,2001-03-01,53.0,0.0,2,0,N64,Action,THQ,0.3,0.06,0.0,0.0,0.37,,Nintendo Consoles
F1 World Grand Prix,2000-07-01,71.0,0.0,3,0,N64,Racing,Video System,0.46,0.96,0.09,0.08,1.6,,Nintendo Consoles
Hot Wheels: Stunt Track Challenge,2004-11-09,62.0,0.0,0,0,PS2,Racing,THQ,0.29,0.23,0.0,0.08,0.59,,PlayStation Consoles
Hot Wheels: Stunt Track Challenge,2004-11-09,62.0,0.0,0,0,GBA,Racing,THQ,0.32,0.12,0.0,0.01,0.45,,Handhelds
Hot Wheels: Stunt Track Challenge,2004-11-09,62.0,0.0,0,0,XB,Racing,THQ,0.08,0.02,0.0,0.0,0.1,,Xbox Consoles
Lock On: Modern Air Combat,2003-11-20,76.0,0.0,4,1,PC,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,,PC
Ephemeral Fantasia,2000-08-10,48.0,0.0,4,0,PS2,Role-Playing,Konami Digital Entertainment,0.04,0.03,0.0,0.01,0.08,,PlayStation Consoles
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004-09-13,65.0,0.0,4,0,GBA,Action,THQ,0.36,0.13,0.0,0.01,0.5,,Handhelds
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004-09-13,65.0,0.0,4,0,PS2,Action,THQ,0.24,0.19,0.0,0.06,0.5,,PlayStation Consoles
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004-09-13,65.0,0.0,4,0,GC,Action,THQ,0.22,0.06,0.0,0.01,0.28,,Nintendo Consoles
Men in Black II: Alien Escape,2002-06-27,50.0,0.0,2,0,PS2,Shooter,Infogrames,0.24,0.19,0.0,0.06,0.5,,PlayStation Consoles
Men in Black II: Alien Escape,2002-06-27,50.0,0.0,2,0,GC,Shooter,Infogrames,0.01,0.0,0.0,0.0,0.01,,Nintendo Consoles
Phantasy Star Online Episode III: C.A.R.D. Revolution,2003-11-27,71.0,0.0,3,0,GC,Role-Playing,Sega,0.06,0.02,0.0,0.0,0.08,,Nintendo Consoles
Otogi 2: Immortal Warriors,2003-08-10,79.0,0.0,3,0,XB,Action,Sega,0.04,0.01,0.0,0.0,0.05,,Xbox Consoles
Monster Rancher 4,2003-08-14,77.0,0.0,1,0,PS2,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34,,PlayStation Consoles
Hot Shots Golf: Open Tee,2004-12-12,81.0,0.0,2,0,PSP,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,,Handhelds
Phantom Brave,2004-01-22,73.0,0.0,0,0,PS2,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,,PlayStation Consoles
Ape Escape: Pumped & Primed,2004-10-20,61.0,0.0,3,0,PS2,Misc,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,,PlayStation Consoles
Ridge Racer V,2000-03-04,78.0,0.0,3,0,PS2,Action,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24,,PlayStation Consoles
Forever Kingdom,2001-06-21,64.0,0.0,3,0,PS2,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,,PlayStation Consoles
Cabela's Dangerous Hunts,2004-01-01,62.0,0.0,2,0,PS2,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15,1.17,,PlayStation Consoles
Cabela's Dangerous Hunts,2004-01-01,62.0,0.0,2,0,XB,Sports,Zoo Digital Publishing,0.26,0.08,0.0,0.01,0.35,,Xbox Consoles
Blood Wake,2001-12-28,71.0,0.0,1,0,XB,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57,,Xbox Consoles
Altered Beast: Guardian of the Realms,2002-11-25,63.0,0.0,2,0,GBA,Action,THQ,0.07,0.02,0.0,0.0,0.09,,Handhelds
Kessen,2000-11-13,75.0,0.0,1,0,PS2,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,,PlayStation Consoles
EOE: Eve of Extinction,2002-02-26,57.0,0.0,2,0,PS2,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,,PlayStation Consoles
Donkey Konga 2,2004-07-01,69.0,0.0,3,0,GC,Misc,Nintendo,0.3,0.08,0.0,0.01,0.39,,Nintendo Consoles
Firefighter F.D.18,2004-04-23,63.0,0.0,0,0,PS2,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,,PlayStation Consoles
Iridion 3D,2001-04-30,53.0,0.0,2,0,GBA,Shooter,THQ,0.33,0.12,0.0,0.01,0.46,,Handhelds
Konami Krazy Racers,2001-03-21,78.0,0.0,3,0,GBA,Racing,Konami Digital Entertainment,0.09,0.03,0.04,0.0,0.16,,Handhelds
Robotech: Invasion,2004-10-05,58.0,0.0,2,0,PS2,Shooter,Global Star,0.05,0.04,0.0,0.01,0.11,,PlayStation Consoles
Robotech: Invasion,2004-10-05,58.0,0.0,2,0,XB,Shooter,Global Star,0.04,0.01,0.0,0.0,0.05,,Xbox Consoles
Galerians: Ash,2003-02-03,50.0,0.0,2,0,PS2,Adventure,Sammy Corporation,0.03,0.03,0.0,0.01,0.07,,PlayStation Consoles
Mobile Suit Gundam: Journey to Jaburo,2001-08-06,58.0,0.0,2,0,PS2,Simulation,Namco Bandai Games,0.16,0.13,0.36,0.04,0.7,,PlayStation Consoles
Bruce Lee: Quest of the Dragon,2002-07-09,32.0,0.0,3,0,XB,Fighting,Universal Interactive,0.23,0.07,0.0,0.01,0.31,,Xbox Consoles
Arctic Thunder,2000-11-01,51.0,0.0,0,0,PS2,Racing,Midway Games,0.17,0.14,0.0,0.05,0.36,,PlayStation Consoles
Arctic Thunder,2000-11-01,51.0,0.0,0,0,XB,Racing,Midway Games,0.09,0.02,0.0,0.0,0.12,,Xbox Consoles
Star Trek: Invasion,2000-06-29,76.0,0.0,1,0,PS,Simulation,Activision,0.15,0.1,0.0,0.02,0.26,,PlayStation Consoles
The Scorpion King: Sword of Osiris,2002-04-02,72.0,0.0,0,0,GBA,Action,Vivendi Games,0.13,0.05,0.0,0.0,0.19,,Handhelds
Legaia 2: Duel Saga,2002-10-01,67.0,0.0,2,0,PS2,Role-Playing,Eidos Interactive,0.13,0.1,0.0,0.03,0.26,,PlayStation Consoles
Hot Shots Golf 3,2002-03-12,85.0,0.0,2,0,PS2,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,,PlayStation Consoles
Shining Tears,2004-11-03,61.0,0.0,0,0,PS2,Role-Playing,Sega,0.05,0.04,0.0,0.01,0.09,,PlayStation Consoles
Army Men: Green Rogue,2001-03-20,39.0,0.0,2,0,PS2,Action,3DO,0.06,0.05,0.0,0.02,0.13,,PlayStation Consoles
Army Men: Green Rogue,2001-03-20,39.0,0.0,2,0,PS,Action,3DO,0.04,0.02,0.0,0.0,0.07,,PlayStation Consoles
Kengo: Master of Bushido,2001-01-03,62.0,0.0,0,0,PS2,Fighting,Ubisoft,0.16,0.13,0.06,0.04,0.39,,PlayStation Consoles
Space Raiders,2002-12-19,40.0,0.0,2,0,GC,Shooter,Taito,0.01,0.0,0.0,0.0,0.01,,Nintendo Consoles
Fight Night 2004,2004-04-05,85.0,0.0,1,0,PS2,Fighting,Electronic Arts,1.08,0.2,0.0,0.2,1.48,,PlayStation Consoles
Fight Night 2004,2004-04-05,85.0,0.0,1,0,XB,Fighting,Electronic Arts,0.51,0.15,0.0,0.02,0.68,,Xbox Consoles
Aquaman: Battle for Atlantis,2003-07-23,26.0,0.0,1,0,XB,Action,Unknown,0.01,0.0,0.0,0.0,0.01,,Xbox Consoles
Aquaman: Battle for Atlantis,2003-07-23,26.0,0.0,1,0,GC,Action,TDK Mediactive,0.01,0.0,0.0,0.0,0.01,,Nintendo Consoles
Shrek: Swamp Kart Speedway,2002-03-19,27.0,0.0,0,0,GBA,Racing,TDK Mediactive,0.22,0.08,0.0,0.01,0.3,,Handhelds
Tenchu: Return From Darkness,2004-03-10,70.0,0.0,2,0,XB,Action,Activision,0.16,0.05,0.0,0.01,0.21,,Xbox Consoles
Duel Masters,2004-11-02,66.0,0.0,2,0,PS2,Strategy,Atari,0.13,0.1,0.0,0.03,0.27,,PlayStation Consoles
Super Dodge Ball Advance,2001-03-21,79.0,0.0,1,0,GBA,Sports,Ubisoft,0.14,0.05,0.0,0.0,0.2,,Handhelds
Virtua Quest,2004-08-26,54.0,0.0,1,0,PS2,Role-Playing,Unknown,0.01,0.01,0.0,0.0,0.02,,PlayStation Consoles
Virtua Quest,2004-08-26,54.0,0.0,1,0,GC,Role-Playing,Unknown,0.01,0.0,0.0,0.0,0.01,,Nintendo Consoles
Frogger's Adventures 2: The Lost Wand,2002-11-05,75.0,0.0,2,0,GBA,Adventure,Konami Digital Entertainment,0.14,0.05,0.0,0.0,0.19,,Handhelds
Dual Hearts,2002-09-23,70.0,0.0,1,0,PS2,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,,PlayStation Consoles
ESPN NBA Basketball,2003-10-22,89.0,0.0,1,0,PS2,Sports,Sega,0.26,0.21,0.0,0.07,0.54,,PlayStation Consoles
ESPN NBA Basketball,2003-10-22,89.0,0.0,1,0,XB,Sports,Sega,0.2,0.06,0.0,0.01,0.27,,Xbox Consoles
Superman: Countdown to Apokolips,2003-03-26,47.0,0.0,0,0,GBA,Platform,Atari,0.03,0.01,0.0,0.0,0.04,,Handhelds
Surf Riders,2000-08-01,64.0,0.0,1,0,PS,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13,,PlayStation Consoles
ESPN NBA 2K5,2004-09-28,83.0,0.0,1,0,PS2,Sports,Global Star,1.26,0.12,0.0,0.21,1.59,,PlayStation Consoles
ESPN NBA 2K5,2004-09-28,83.0,0.0,1,0,XB,Sports,Global Star,0.88,0.04,0.0,0.04,0.95,,Xbox Consoles
Tribes Aerial Assault,2002-09-23,73.0,0.0,1,0,PS2,Shooter,Unknown,0.11,0.09,0.0,0.03,0.23,,PlayStation Consoles
Robotech: The Macross Saga,2002-10-27,61.0,0.0,0,0,GBA,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,,Handhelds
Sprung - A Game Where Everyone Scores,2004-12-08,48.0,0.0,0,0,DS,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.06,,Handhelds
Super Ghouls N Ghosts,2002-07-19,78.0,0.0,0,0,SNES,Platform,Capcom,0.5,0.14,0.52,0.02,1.18,,Nintendo Consoles
Super Ghouls N Ghosts,2002-07-19,78.0,0.0,0,0,GBA,Platform,Capcom,0.05,0.02,0.0,0.0,0.07,,Handhelds
Seven Samurai 20XX,2004-03-12,52.0,0.0,1,0,PS2,Action,Sega,0.04,0.03,0.0,0.01,0.08,,PlayStation Consoles
Shadow Man: 2econd Coming,2002-03-02,68.0,0.0,0,0,PS2,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16,,PlayStation Consoles
Buffy the Vampire Slayer: Wrath of the Darkhul King,2003-06-24,44.0,0.0,0,0,GBA,Action,THQ,0.02,0.01,0.0,0.0,0.03,,Handhelds
Magic Pengel: The Quest for Color,2003-06-26,74.0,0.0,0,0,PS2,Role-Playing,Taito,0.04,0.03,0.0,0.01,0.07,,PlayStation Consoles
Galactic Wrestling: Featuring Ultimate Muscle,2004-06-30,61.0,0.0,0,0,PS2,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,,PlayStation Consoles
NFL GameDay 2004,2003-08-27,65.0,0.0,0,0,PS2,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,,PlayStation Consoles
MLB 2004,2003-03-10,61.0,0.0,0,0,PS2,Sports,Sony Computer Entertainment,0.32,0.25,0.0,0.08,0.66,,PlayStation Consoles
NCAA Final Four 2004,2003-11-13,45.0,0.0,0,0,PS2,Sports,Sony Computer Entertainment,0.1,0.08,0.0,0.03,0.2,,PlayStation Consoles
EyeToy: Groove,2004-04-20,73.0,0.0,0,0,PS2,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,,PlayStation Consoles
Rocky Legends,2004-09-28,66.0,0.0,0,0,PS2,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,,PlayStation Consoles
Rocky Legends,2004-09-28,66.0,0.0,0,0,XB,Action,Ubisoft,0.07,0.02,0.0,0.0,0.1,,Xbox Consoles
EyeToy: AntiGrav,2004-11-09,71.0,0.0,0,0,PS2,Sports,Sony Computer Entertainment,0.36,0.01,0.0,0.06,0.43,,PlayStation Consoles
F-14 Tomcat,2001-09-02,67.0,0.0,0,0,GBA,Action,Majesco Entertainment,0.5,0.19,0.0,0.01,0.7,,Handhelds
Left 4 Dead 2,2009-11-17,89.0,4.09,3332,9,X360,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,7.19,Xbox Consoles
Left 4 Dead 2,2009-11-17,89.0,4.09,3332,9,PC,Shooter,Valve Software,0.0,0.32,0.0,0.04,0.37,7.19,PC
BioShock,2007-08-21,96.0,4.36,3292,3,X360,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83,,Xbox Consoles
BioShock,2007-08-21,96.0,4.36,3292,3,PS3,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45,,PlayStation Consoles
BioShock,2007-08-21,96.0,4.36,3292,3,PC,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41,,PC
Grand Theft Auto IV,2008-04-29,95.0,4.26,3021,10,X360,Action,Take-Two Interactive,6.76,3.1,0.14,1.03,11.02,19.99,Xbox Consoles
Grand Theft Auto IV,2008-04-29,95.0,4.26,3021,10,PS3,Action,Take-Two Interactive,4.76,3.76,0.44,1.62,10.57,19.99,PlayStation Consoles
Grand Theft Auto IV,2008-04-29,95.0,4.26,3021,10,PC,Action,Take-Two Interactive,0.01,0.79,0.0,0.08,0.88,19.99,PC
Mirror's Edge,2008-11-11,81.0,4.07,2332,3,X360,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.17,9.99,Xbox Consoles
Mirror's Edge,2008-11-11,81.0,4.07,2332,3,PS3,Platform,Electronic Arts,0.31,0.59,0.02,0.22,1.14,9.99,PlayStation Consoles
Mirror's Edge,2008-11-11,81.0,4.07,2332,3,PC,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06,9.99,PC
Borderlands,2009-10-20,81.0,3.82,2071,10,X360,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,,Xbox Consoles
Borderlands,2009-10-20,81.0,3.82,2071,10,PS3,Shooter,Take-Two Interactive,1.2,0.62,0.0,0.29,2.11,,PlayStation Consoles
Borderlands,2009-10-20,81.0,3.82,2071,10,PC,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18,,PC
Left 4 Dead,2008-11-17,89.0,4.1,1669,5,X360,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,7.19,Xbox Consoles
Left 4 Dead,2008-11-17,89.0,4.1,1669,5,PC,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,7.19,PC
Mass Effect,2007-11-16,89.0,4.39,2629,9,X360,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93,7.99,Xbox Consoles
Mass Effect,2007-11-16,89.0,4.39,2629,9,PC,Role-Playing,Electronic Arts,0.0,0.59,0.0,0.09,0.68,7.99,PC
Minecraft,2009-05-10,83.0,4.43,2965,26,X360,Misc,Microsoft Game Studios,5.58,2.83,0.02,0.77,9.2,,Xbox Consoles
Minecraft,2009-05-10,83.0,4.43,2965,26,PS3,Misc,Sony Computer Entertainment,1.97,2.51,0.0,0.94,5.42,,PlayStation Consoles
Minecraft,2009-05-10,83.0,4.43,2965,26,PS4,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,,PlayStation Consoles
Minecraft,2009-05-10,83.0,4.43,2965,26,XOne,Misc,Microsoft Game Studios,1.43,0.76,0.0,0.22,2.41,,Xbox Consoles
Minecraft,2009-05-10,83.0,4.43,2965,26,PSV,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,2.25,,Handhelds
Minecraft,2009-05-10,83.0,4.43,2965,26,WiiU,Misc,Microsoft Game Studios,0.18,0.09,0.14,0.03,0.43,,Wii Series
Brutal Legend,2009-10-12,80.0,3.64,1082,5,X360,Action,Electronic Arts,0.62,0.27,0.0,0.09,0.98,10.99,Xbox Consoles
Brutal Legend,2009-10-12,80.0,3.64,1082,5,PS3,Action,Electronic Arts,0.54,0.28,0.0,0.13,0.95,10.99,PlayStation Consoles
Psychonauts,2005-04-01,87.0,4.04,970,4,XB,Platform,THQ,0.09,0.03,0.0,0.0,0.12,6.99,Xbox Consoles
Psychonauts,2005-04-01,87.0,4.04,970,4,PS2,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09,6.99,PlayStation Consoles
Assassin's Creed II,2009-11-17,89.0,4.42,2850,14,PS3,Action,Ubisoft,2.54,1.95,0.21,0.87,5.57,,PlayStation Consoles
Assassin's Creed II,2009-11-17,89.0,4.42,2850,14,X360,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,,Xbox Consoles
Assassin's Creed II,2009-11-17,89.0,4.42,2850,14,PC,Action,Ubisoft,0.01,0.45,0.0,0.11,0.57,,PC
Resident Evil 5,2009-03-03,86.0,3.82,1595,11,PS3,Action,Capcom,1.96,1.43,1.08,0.65,5.11,,PlayStation Consoles
Resident Evil 5,2009-03-03,86.0,3.82,1595,11,X360,Action,Capcom,2.11,0.94,0.12,0.34,3.51,,Xbox Consoles
Resident Evil 5,2009-03-03,86.0,3.82,1595,11,PC,Action,Capcom,0.01,0.04,0.0,0.01,0.07,,PC
Saints Row 2,2008-10-14,78.0,3.56,886,2,X360,Action,THQ,1.94,0.8,0.02,0.27,3.03,9.99,Xbox Consoles
Saints Row 2,2008-10-14,78.0,3.56,886,2,PS3,Action,THQ,0.88,0.54,0.02,0.25,1.69,9.99,PlayStation Consoles
Saints Row 2,2008-10-14,78.0,3.56,886,2,PC,Action,THQ,0.0,0.03,0.0,0.01,0.04,9.99,PC
Call of Duty: Modern Warfare 2,2009-11-10,86.0,4.27,2009,22,X360,Shooter,Activision,8.52,3.63,0.08,1.29,13.51,19.99,Xbox Consoles
Call of Duty: Modern Warfare 2,2009-11-10,86.0,4.27,2009,22,PS3,Shooter,Activision,4.99,3.69,0.38,1.63,10.69,19.99,PlayStation Consoles
Call of Duty: Modern Warfare 2,2009-11-10,86.0,4.27,2009,22,PC,Shooter,Activision,0.01,0.79,0.0,0.09,0.89,19.99,PC
Dragon Age: Origins,2009-11-03,91.0,4.4,1921,7,X360,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57,14.99,Xbox Consoles
Dragon Age: Origins,2009-11-03,91.0,4.4,1921,7,PS3,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22,1.69,14.99,PlayStation Consoles
Dragon Age: Origins,2009-11-03,91.0,4.4,1921,7,PC,Role-Playing,Electronic Arts,0.0,0.46,0.0,0.06,0.51,14.99,PC
Fallout 3,2008-10-28,91.0,4.08,1897,4,X360,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,7.99,Xbox Consoles
Fallout 3,2008-10-28,91.0,4.08,1897,4,PS3,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,7.99,PlayStation Consoles
Fallout 3,2008-10-28,91.0,4.08,1897,4,PC,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.99,7.99,PC
Bayonetta,2009-06-23,90.0,4.3,1136,5,PS3,Action,Sega,0.44,0.41,0.21,0.17,1.23,14.99,PlayStation Consoles
Bayonetta,2009-06-23,90.0,4.3,1136,5,X360,Action,Sega,0.51,0.26,0.09,0.08,0.94,14.99,Xbox Consoles
Batman: Arkham Asylum,2009-08-25,91.0,4.41,2264,13,PS3,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,,PlayStation Consoles
Batman: Arkham Asylum,2009-08-25,91.0,4.41,2264,13,X360,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,,Xbox Consoles
Batman: Arkham Asylum,2009-08-25,91.0,4.41,2264,13,PC,Action,Eidos Interactive,0.0,0.27,0.0,0.05,0.32,,PC
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-19,82.0,4.29,1306,3,PC,Shooter,THQ,0.01,0.04,0.0,0.01,0.06,9.99,PC
Company of Heroes,2006-09-11,93.0,3.68,564,7,PC,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,0.0,PC
Hitman: Blood Money,2006-05-29,82.0,4.31,1026,2,PS2,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5,9.29,PlayStation Consoles
Hitman: Blood Money,2006-05-29,82.0,4.31,1026,2,X360,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4,9.29,Xbox Consoles
Hitman: Blood Money,2006-05-29,82.0,4.31,1026,2,XB,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,9.29,Xbox Consoles
Hitman: Blood Money,2006-05-29,82.0,4.31,1026,2,PC,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04,9.29,PC
Braid,2008-08-06,92.0,4.16,982,2,PC,Platform,Number None,0.0,0.02,0.0,0.01,0.03,10.99,PC
F.E.A.R.,2005-10-18,88.0,4.26,1013,2,PS3,Shooter,Vivendi Games,0.18,0.27,0.0,0.1,0.55,35.96,PlayStation Consoles
F.E.A.R.,2005-10-18,88.0,4.26,1013,2,X360,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,0.34,35.96,Xbox Consoles
Assassin's Creed,2007-11-13,80.0,3.91,1950,5,X360,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,,Xbox Consoles
Assassin's Creed,2007-11-13,80.0,3.91,1950,5,PS3,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,,PlayStation Consoles
Assassin's Creed,2007-11-13,80.0,3.91,1950,5,PC,Adventure,Ubisoft,0.01,0.83,0.0,0.08,0.92,,PC
Far Cry 2,2008-10-21,85.0,3.46,1011,2,X360,Action,Ubisoft,0.71,0.69,0.02,0.18,1.6,,Xbox Consoles
Far Cry 2,2008-10-21,85.0,3.46,1011,2,PS3,Action,Ubisoft,0.43,0.7,0.01,0.27,1.4,,PlayStation Consoles
Far Cry 2,2008-10-21,85.0,3.46,1011,2,PC,Action,Ubisoft,0.01,0.45,0.0,0.03,0.49,,PC
F.E.A.R. 2: Project Origin,2009-02-10,79.0,3.86,675,4,X360,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.53,9.99,Xbox Consoles
F.E.A.R. 2: Project Origin,2009-02-10,79.0,3.86,675,4,PS3,Shooter,Warner Bros. Interactive Entertainment,0.19,0.21,0.01,0.08,0.49,9.99,PlayStation Consoles
F.E.A.R. 2: Project Origin,2009-02-10,79.0,3.86,675,4,PC,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07,9.99,PC
Tomb Raider: Underworld,2008-11-18,80.0,3.69,525,1,PS3,Action,Eidos Interactive,0.45,0.56,0.05,0.22,1.27,6.99,PlayStation Consoles
Tomb Raider: Underworld,2008-11-18,80.0,3.69,525,1,X360,Action,Eidos Interactive,0.53,0.43,0.01,0.11,1.08,6.99,Xbox Consoles
Tomb Raider: Underworld,2008-11-18,80.0,3.69,525,1,Wii,Action,Eidos Interactive,0.14,0.28,0.0,0.06,0.48,6.99,Wii Series
Tomb Raider: Underworld,2008-11-18,80.0,3.69,525,1,DS,Action,Eidos Interactive,0.16,0.03,0.0,0.02,0.2,6.99,Handhelds
Tomb Raider: Underworld,2008-11-18,80.0,3.69,525,1,PS2,Action,Eidos Interactive,0.09,0.04,0.0,0.05,0.18,6.99,PlayStation Consoles
Tomb Raider: Underworld,2008-11-18,80.0,3.69,525,1,PC,Action,Eidos Interactive,0.0,0.06,0.0,0.02,0.08,6.99,PC
Overlord,2007-06-26,81.0,3.81,635,1,X360,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4,3.49,Xbox Consoles
Overlord,2007-06-26,81.0,3.81,635,1,PC,Strategy,Codemasters,0.0,0.02,0.0,0.0,0.02,3.49,PC
Burnout Paradise: The Ultimate Box,2009-02-05,87.0,3.97,663,2,PC,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.1,9.99,PC
Burnout Paradise: The Ultimate Box,2009-02-05,87.0,3.97,663,2,PS3,Racing,Electronic Arts,0.0,0.06,0.01,0.02,0.09,9.99,PlayStation Consoles
Burnout Paradise: The Ultimate Box,2009-02-05,87.0,3.97,663,2,X360,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.04,9.99,Xbox Consoles
Red Faction: Guerrilla,2009-06-02,82.0,3.66,621,4,X360,Shooter,THQ,0.48,0.29,0.01,0.09,0.87,,Xbox Consoles
Red Faction: Guerrilla,2009-06-02,82.0,3.66,621,4,PS3,Shooter,THQ,0.33,0.28,0.02,0.12,0.75,,PlayStation Consoles
Red Faction: Guerrilla,2009-06-02,82.0,3.66,621,4,PC,Shooter,THQ,0.0,0.03,0.0,0.01,0.03,,PC
Machinarium,2009-10-16,85.0,4.18,905,3,PC,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,7.99,PC
S.T.A.L.K.E.R.: Call of Pripyat,2009-10-02,80.0,4.28,906,3,PC,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,12.99,PC
Crysis,2007-11-12,91.0,4.01,1092,3,PC,Shooter,Electronic Arts,0.0,0.69,0.0,0.03,0.72,9.99,PC
